csat_id,ticket_id,assignee_id,score_raw,score,comentario,avaliado_em,ano_mes,semana_iso,promotor,detrator,group_id,nome_grupo,time
52023698215187,61936,50102757263251.0,offered,,,2026-05-26 01:29:11+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023675703699,61935,50102757263251.0,offered,,,2026-05-26 01:27:37+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023347028627,61930,50102757263251.0,offered,,,2026-05-26 01:02:37+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023262542611,61929,50102757263251.0,offered,,,2026-05-26 00:58:06+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023053815443,61923,50102757263251.0,good,5.0,,2026-05-26 00:44:27+00:00,2026-05,2026-W22,True,False,50304023554451,IA,IA
52023023986579,61928,50102757263251.0,bad,1.0,,2026-05-26 00:42:59+00:00,2026-05,2026-W22,False,True,50304023554451,IA,IA
52023041280275,61928,50102757263251.0,offered,,,2026-05-26 00:42:40+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023047303187,61923,50102757263251.0,offered,,,2026-05-26 00:42:27+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023040526739,61924,50102757263251.0,offered,,,2026-05-26 00:42:21+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52023036402707,61922,50102757263251.0,offered,,,2026-05-26 00:40:27+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
52022962556563,61927,50102757263251.0,offered,,,2026-05-26 00:36:56+00:00,2026-05,2026-W22,False,False,50304023554451,IA,IA
