ticket_id,primeira_resposta_min,primeira_resposta_biz_min,resolucao_min,resolucao_biz_min,pendencia_min,pendencia_biz_min,primeira_resposta_h,resolucao_h,pendencia_h,num_respostas,num_reabertas
11794,1080.0,8.0,1080.0,8.0,1080.0,8.0,18.0,18.0,18.0,1,0
11869,184.0,184.0,374.0,374.0,375.0,375.0,3.07,6.23,6.25,3,0
11943,93.0,93.0,93.0,93.0,93.0,93.0,1.55,1.55,1.55,1,0
11927,280.0,272.0,333.0,272.0,333.0,272.0,4.67,5.55,5.55,2,0
11974,259.0,0.0,259.0,0.0,259.0,0.0,4.32,4.32,4.32,1,0
12210,1359.0,49.0,1359.0,49.0,1359.0,49.0,22.65,22.65,22.65,1,0
12167,7.0,7.0,23.0,23.0,23.0,23.0,0.12,0.38,0.38,2,0
12170,14.0,6.0,14.0,6.0,14.0,6.0,0.23,0.23,0.23,1,0
12164,24.0,24.0,64.0,64.0,33.0,33.0,0.4,1.07,0.55,2,0
12165,18.0,18.0,75.0,66.0,61.0,57.0,0.3,1.25,1.02,3,1
12166,17.0,17.0,32.0,32.0,31.0,31.0,0.28,0.53,0.52,2,0
12161,20.0,20.0,66.0,66.0,66.0,66.0,0.33,1.1,1.1,3,0
12162,13.0,13.0,67.0,67.0,67.0,67.0,0.22,1.12,1.12,2,0
12163,14.0,14.0,57.0,57.0,14.0,14.0,0.23,0.95,0.23,2,0
12056,370.0,370.0,1585.0,732.0,377.0,372.0,6.17,26.42,6.28,3,0
12065,321.0,321.0,1537.0,684.0,342.0,323.0,5.35,25.62,5.7,3,0
12153,26.0,26.0,185.0,185.0,26.0,26.0,0.43,3.08,0.43,3,0
12030,211.0,211.0,1666.0,815.0,360.0,360.0,3.52,27.77,6.0,3,0
12050,342.0,342.0,1601.0,748.0,358.0,358.0,5.7,26.68,5.97,4,0
12203,1408.0,38.0,1411.0,41.0,1411.0,41.0,23.47,23.52,23.52,1,0
12214,1293.0,41.0,1295.0,43.0,1295.0,43.0,21.55,21.58,21.58,1,0
12226,1124.0,47.0,1193.0,116.0,1193.0,116.0,18.73,19.88,19.88,2,0
12209,1436.0,93.0,1441.0,99.0,1439.0,97.0,23.93,24.02,23.98,2,0
12218,1231.0,47.0,1288.0,104.0,1288.0,104.0,20.52,21.47,21.47,2,0
12225,1130.0,47.0,1193.0,111.0,1194.0,111.0,18.83,19.88,19.9,2,0
12169,43.0,40.0,2629.0,109.0,2592.0,109.0,0.72,43.82,43.2,1,1
12187,2230.0,105.0,2243.0,119.0,2240.0,116.0,37.17,37.38,37.33,1,0
12240,808.0,18.0,972.0,181.0,818.0,27.0,13.47,16.2,13.63,2,0
12202,1385.0,13.0,1553.0,181.0,1385.0,13.0,23.08,25.88,23.08,1,0
12189,2087.0,9.0,2259.0,182.0,2087.0,9.0,34.78,37.65,34.78,2,0
9438,58.0,58.0,107.0,107.0,74.0,74.0,0.97,1.78,1.23,2,0
12168,4.0,4.0,2783.0,263.0,2622.0,102.0,0.07,46.38,43.7,6,1
12270,8.0,8.0,14.0,14.0,11.0,11.0,0.13,0.23,0.18,1,1
12134,622.0,0.0,3646.0,503.0,3377.0,235.0,10.37,60.77,56.28,2,0
12172,2541.0,31.0,2653.0,143.0,2646.0,137.0,42.35,44.22,44.1,3,1
12183,,,2418.0,123.0,2418.0,123.0,,40.3,40.3,0,0
12199,,,1724.0,136.0,1724.0,137.0,,28.73,28.73,0,0
12035,200.0,200.0,4340.0,980.0,2998.0,511.0,3.33,72.33,49.97,7,2
12223,1218.0,109.0,1350.0,242.0,1219.0,110.0,20.3,22.5,20.32,1,0
12224,1207.0,114.0,1335.0,242.0,1207.0,114.0,20.12,22.25,20.12,1,0
12215,1333.0,103.0,1471.0,242.0,1333.0,104.0,22.22,24.52,22.22,1,0
12212,1392.0,101.0,1533.0,242.0,1392.0,101.0,23.2,25.55,23.2,1,0
12213,1354.0,102.0,1493.0,242.0,1354.0,102.0,22.57,24.88,22.57,1,0
12206,1438.0,78.0,1602.0,242.0,1441.0,81.0,23.97,26.7,24.02,1,0
12208,1429.0,85.0,1586.0,242.0,1429.0,85.0,23.82,26.43,23.82,1,0
12211,1398.0,98.0,1542.0,242.0,1399.0,98.0,23.3,25.7,23.32,1,0
12175,2576.0,119.0,2699.0,242.0,2576.0,120.0,42.93,44.98,42.93,2,0
12275,6.0,6.0,42.0,42.0,30.0,30.0,0.1,0.7,0.5,5,1
12278,9.0,9.0,15.0,15.0,15.0,15.0,0.15,0.25,0.25,4,1
12284,5.0,5.0,13.0,13.0,13.0,13.0,0.08,0.22,0.22,2,0
12243,644.0,47.0,779.0,181.0,778.0,181.0,10.73,12.98,12.97,2,0
12247,176.0,176.0,176.0,176.0,177.0,177.0,2.93,2.93,2.95,1,0
12252,12.0,12.0,158.0,158.0,157.0,157.0,0.2,2.63,2.62,3,0
12263,81.0,81.0,91.0,91.0,91.0,91.0,1.35,1.52,1.52,2,0
12239,979.0,180.0,1029.0,230.0,1028.0,229.0,16.32,17.15,17.13,2,0
12241,971.0,183.0,1014.0,226.0,975.0,187.0,16.18,16.9,16.25,2,0
12242,850.0,186.0,890.0,226.0,885.0,221.0,14.17,14.83,14.75,2,0
12235,1090.0,159.0,1162.0,231.0,1163.0,231.0,18.17,19.37,19.38,2,0
12237,1031.0,174.0,1091.0,234.0,1064.0,207.0,17.18,18.18,17.73,3,0
12120,755.0,0.0,3873.0,556.0,3873.0,557.0,12.58,64.55,64.55,2,0
12196,1855.0,191.0,1855.0,191.0,1855.0,192.0,30.92,30.92,30.92,1,0
12233,1110.0,169.0,1243.0,302.0,1111.0,170.0,18.5,20.72,18.52,1,0
12230,1102.0,154.0,1250.0,302.0,1103.0,154.0,18.37,20.83,18.38,1,0
12232,1103.0,161.0,1244.0,302.0,1103.0,161.0,18.38,20.73,18.38,1,0
12227,1193.0,147.0,1348.0,302.0,1194.0,148.0,19.88,22.47,19.9,1,0
12228,1187.0,149.0,1340.0,302.0,1188.0,149.0,19.78,22.33,19.8,1,0
12219,1240.0,105.0,1437.0,302.0,1267.0,131.0,20.67,23.95,21.12,2,0
12222,1157.0,47.0,1412.0,302.0,1286.0,176.0,19.28,23.53,21.43,3,0
12204,1512.0,143.0,1671.0,302.0,1513.0,144.0,25.2,27.85,25.22,1,0
12205,1507.0,144.0,1664.0,302.0,1507.0,145.0,25.12,27.73,25.12,1,0
12192,2010.0,129.0,2183.0,302.0,2012.0,131.0,33.5,36.38,33.53,1,0
12195,1913.0,131.0,2083.0,302.0,1914.0,133.0,31.88,34.72,31.9,1,0
12191,2047.0,140.0,2209.0,302.0,2047.0,140.0,34.12,36.82,34.12,1,0
12174,2599.0,139.0,2762.0,302.0,2600.0,139.0,43.32,46.03,43.33,1,0
12293,8.0,8.0,22.0,22.0,20.0,20.0,0.13,0.37,0.33,4,0
12280,4.0,4.0,85.0,85.0,67.0,67.0,0.07,1.42,1.12,3,0
12287,12.0,12.0,59.0,59.0,55.0,55.0,0.2,0.98,0.92,4,0
12285,7.0,7.0,61.0,61.0,51.0,51.0,0.12,1.02,0.85,2,0
12269,58.0,58.0,137.0,137.0,102.0,102.0,0.97,2.28,1.7,4,0
12277,6.0,6.0,126.0,126.0,126.0,126.0,0.1,2.1,2.1,2,0
12279,2.0,2.0,105.0,105.0,30.0,30.0,0.03,1.75,0.5,4,0
12261,3.0,3.0,188.0,188.0,187.0,187.0,0.05,3.13,3.12,1,0
12264,77.0,77.0,161.0,161.0,138.0,138.0,1.28,2.68,2.3,4,0
12266,61.0,61.0,158.0,158.0,124.0,124.0,1.02,2.63,2.07,6,0
12258,7.0,7.0,192.0,192.0,182.0,182.0,0.12,3.2,3.03,2,0
12259,14.0,14.0,198.0,198.0,198.0,198.0,0.23,3.3,3.3,2,0
12250,29.0,29.0,214.0,214.0,207.0,207.0,0.48,3.57,3.45,2,0
12251,16.0,16.0,219.0,219.0,192.0,192.0,0.27,3.65,3.2,7,0
12253,12.0,12.0,201.0,201.0,186.0,186.0,0.2,3.35,3.1,4,0
12236,906.0,47.0,1121.0,263.0,1121.0,262.0,15.1,18.68,18.68,4,0
12249,24.0,24.0,242.0,242.0,241.0,241.0,0.4,4.03,4.02,3,1
12200,1568.0,142.0,1672.0,246.0,1660.0,234.0,26.13,27.87,27.67,3,0
12216,1270.0,44.0,1477.0,251.0,1468.0,242.0,21.17,24.62,24.47,5,1
12217,1235.0,47.0,1439.0,251.0,1427.0,239.0,20.58,23.98,23.78,3,0
12181,2393.0,72.0,2579.0,258.0,2578.0,257.0,39.88,42.98,42.97,5,1
12197,1776.0,137.0,1898.0,259.0,1876.0,237.0,29.6,31.63,31.27,4,0
12198,1718.0,99.0,1881.0,262.0,1741.0,122.0,28.63,31.35,29.02,5,0
12177,2589.0,182.0,2699.0,292.0,2610.0,203.0,43.15,44.98,43.5,2,0
12282,9.0,9.0,161.0,161.0,9.0,9.0,0.15,2.68,0.15,1,0
12292,9.0,9.0,141.0,141.0,14.0,14.0,0.15,2.35,0.23,2,0
12281,9.0,9.0,161.0,161.0,9.0,9.0,0.15,2.68,0.15,1,0
12274,17.0,17.0,203.0,203.0,27.0,27.0,0.28,3.38,0.45,1,0
12257,7.0,7.0,288.0,288.0,138.0,138.0,0.12,4.8,2.3,3,0
12271,25.0,25.0,211.0,211.0,35.0,35.0,0.42,3.52,0.58,2,0
12245,41.0,41.0,356.0,356.0,186.0,186.0,0.68,5.93,3.1,2,0
12254,8.0,8.0,289.0,289.0,149.0,149.0,0.13,4.82,2.48,2,0
12229,1132.0,150.0,1344.0,362.0,1190.0,209.0,18.87,22.4,19.83,3,0
12221,1277.0,147.0,1493.0,362.0,1366.0,236.0,21.28,24.88,22.77,2,0
12290,9.0,9.0,41.0,41.0,36.0,36.0,0.15,0.68,0.6,3,0
12325,3.0,3.0,10.0,10.0,8.0,8.0,0.05,0.17,0.13,3,0
12299,27.0,27.0,104.0,104.0,104.0,104.0,0.45,1.73,1.73,2,0
12308,50.0,50.0,90.0,90.0,68.0,68.0,0.83,1.5,1.13,3,0
12185,2551.0,284.0,2605.0,338.0,2576.0,309.0,42.52,43.42,42.93,2,1
12246,42.0,42.0,314.0,314.0,207.0,207.0,0.7,5.23,3.45,3,0
12248,29.0,29.0,324.0,324.0,323.0,323.0,0.48,5.4,5.38,4,0
12265,66.0,66.0,208.0,208.0,71.0,71.0,1.1,3.47,1.18,3,0
12178,2445.0,71.0,2717.0,343.0,2704.0,330.0,40.75,45.28,45.07,8,3
12289,9.0,9.0,202.0,202.0,38.0,38.0,0.15,3.37,0.63,3,0
11184,587.0,535.0,587.0,535.0,587.0,535.0,9.78,9.78,9.78,1,0
12338,5.0,5.0,9.0,9.0,8.0,8.0,0.08,0.15,0.13,2,0
12339,3.0,3.0,4.0,4.0,3.0,3.0,0.05,0.07,0.05,1,0
12300,26.0,26.0,142.0,142.0,128.0,128.0,0.43,2.37,2.13,4,0
12303,24.0,24.0,142.0,142.0,140.0,140.0,0.4,2.37,2.33,2,1
12331,1.0,1.0,21.0,21.0,15.0,15.0,0.02,0.35,0.25,4,0
12295,31.0,31.0,141.0,141.0,123.0,123.0,0.52,2.35,2.05,5,1
12296,30.0,30.0,142.0,142.0,110.0,110.0,0.5,2.37,1.83,3,1
12297,29.0,29.0,142.0,142.0,142.0,142.0,0.48,2.37,2.37,3,0
12298,29.0,29.0,143.0,143.0,120.0,120.0,0.48,2.38,2.0,5,0
11966,873.0,58.0,5532.0,1357.0,5532.0,1357.0,14.55,92.2,92.2,3,0
12327,4.0,4.0,151.0,151.0,4.0,4.0,0.07,2.52,0.07,1,0
12322,9.0,9.0,169.0,169.0,11.0,11.0,0.15,2.82,0.18,1,0
12179,2456.0,121.0,2817.0,482.0,2623.0,289.0,40.93,46.95,43.72,6,0
10090,224.0,224.0,329.0,257.0,271.0,224.0,3.73,5.48,4.52,6,0
12307,133.0,133.0,232.0,232.0,230.0,230.0,2.22,3.87,3.83,3,1
12346,1.0,1.0,2.0,2.0,1.0,1.0,0.02,0.03,0.02,1,0
12173,2777.0,296.0,2950.0,468.0,2929.0,448.0,46.28,49.17,48.82,6,2
12301,25.0,25.0,231.0,231.0,159.0,159.0,0.42,3.85,2.65,3,0
12304,22.0,22.0,311.0,311.0,148.0,148.0,0.37,5.18,2.47,3,1
12344,76.0,76.0,102.0,102.0,102.0,102.0,1.27,1.7,1.7,2,0
12336,109.0,109.0,128.0,128.0,126.0,126.0,1.82,2.13,2.1,3,1
12343,76.0,76.0,110.0,110.0,110.0,110.0,1.27,1.83,1.83,1,0
12342,77.0,77.0,115.0,115.0,116.0,116.0,1.28,1.92,1.93,2,0
12318,194.0,194.0,218.0,218.0,218.0,218.0,3.23,3.63,3.63,2,0
12320,188.0,188.0,217.0,217.0,217.0,217.0,3.13,3.62,3.62,2,0
12311,126.0,126.0,248.0,248.0,248.0,248.0,2.1,4.13,4.13,2,0
12314,115.0,115.0,246.0,246.0,245.0,245.0,1.92,4.1,4.08,3,0
12315,94.0,94.0,225.0,225.0,225.0,225.0,1.57,3.75,3.75,2,0
12231,1289.0,344.0,1462.0,517.0,1136.0,192.0,21.48,24.37,18.93,3,0
12309,130.0,130.0,250.0,250.0,248.0,248.0,2.17,4.17,4.13,5,0
12335,111.0,111.0,279.0,217.0,125.0,125.0,1.85,4.65,2.08,3,0
12345,74.0,74.0,242.0,180.0,106.0,106.0,1.23,4.03,1.77,4,0
12313,119.0,119.0,470.0,348.0,292.0,292.0,1.98,7.83,4.87,3,0
12193,2104.0,283.0,2722.0,600.0,2105.0,284.0,35.07,45.37,35.08,1,0
12138,398.0,0.0,398.0,0.0,398.0,0.0,6.63,6.63,6.63,1,0
12350,25.0,25.0,262.0,131.0,68.0,68.0,0.42,4.37,1.13,6,0
12333,113.0,113.0,346.0,219.0,115.0,115.0,1.88,5.77,1.92,3,0
12349,43.0,43.0,279.0,149.0,65.0,65.0,0.72,4.65,1.08,3,0
12321,178.0,178.0,245.0,245.0,237.0,237.0,2.97,4.08,3.95,3,0
12323,165.0,165.0,239.0,239.0,237.0,237.0,2.75,3.98,3.95,5,3
12324,161.0,161.0,243.0,243.0,238.0,238.0,2.68,4.05,3.97,4,0
12328,136.0,136.0,212.0,212.0,207.0,207.0,2.27,3.53,3.45,3,0
12294,31.0,31.0,343.0,343.0,210.0,210.0,0.52,5.72,3.5,7,2
12310,128.0,128.0,320.0,320.0,229.0,229.0,2.13,5.33,3.82,3,0
12312,119.0,119.0,291.0,291.0,280.0,280.0,1.98,4.85,4.67,7,0
12283,18.0,18.0,515.0,389.0,68.0,68.0,0.3,8.58,1.13,3,0
12291,9.0,9.0,506.0,379.0,218.0,218.0,0.15,8.43,3.63,13,1
12180,2620.0,288.0,3056.0,600.0,2627.0,296.0,43.67,50.93,43.78,2,0
12194,2090.0,282.0,2533.0,600.0,2089.0,282.0,34.83,42.22,34.82,1,0
12262,73.0,73.0,459.0,459.0,396.0,396.0,1.22,7.65,6.6,4,0
12176,2710.0,293.0,3140.0,600.0,2711.0,294.0,45.17,52.33,45.18,1,0
12355,912.0,72.0,953.0,113.0,954.0,114.0,15.2,15.88,15.9,2,0
12305,140.0,140.0,1231.0,391.0,1125.0,285.0,2.33,20.52,18.75,3,0
12329,135.0,135.0,1119.0,279.0,1107.0,267.0,2.25,18.65,18.45,3,0
12354,915.0,75.0,945.0,105.0,944.0,104.0,15.25,15.75,15.73,2,0
5294,1051.0,211.0,1330.0,490.0,1260.0,420.0,17.52,22.17,21.0,2,0
6279,58.0,58.0,537.0,535.0,357.0,357.0,0.97,8.95,5.95,2,0
6393,884.0,82.0,1213.0,411.0,1213.0,411.0,14.73,20.22,20.22,1,0
7103,1341.0,501.0,1570.0,730.0,1565.0,725.0,22.35,26.17,26.08,2,0
7968,1308.0,479.0,1847.0,1007.0,1747.0,918.0,21.8,30.78,29.12,7,1
11244,1582.0,742.0,1615.0,775.0,1600.0,761.0,26.37,26.92,26.67,2,0
12360,870.0,30.0,933.0,93.0,931.0,91.0,14.5,15.55,15.52,5,0
12363,866.0,26.0,965.0,125.0,965.0,125.0,14.43,16.08,16.08,2,0
12351,957.0,117.0,1126.0,286.0,975.0,135.0,15.95,18.77,16.25,2,0
12369,827.0,12.0,962.0,147.0,961.0,146.0,13.78,16.03,16.02,3,0
12393,4.0,4.0,4.0,4.0,4.0,4.0,0.07,0.07,0.07,1,0
12334,112.0,112.0,1208.0,368.0,972.0,264.0,1.87,20.13,16.2,3,0
12366,853.0,13.0,987.0,147.0,987.0,147.0,14.22,16.45,16.45,3,0
12367,839.0,12.0,961.0,134.0,961.0,134.0,13.98,16.02,16.02,2,0
12362,869.0,29.0,1098.0,258.0,964.0,124.0,14.48,18.3,16.07,2,0
1163,879.0,39.0,921.0,81.0,912.0,72.0,14.65,15.35,15.2,2,0
5095,87.0,87.0,2545.0,865.0,2492.0,812.0,1.45,42.42,41.53,14,1
5145,870.0,131.0,906.0,168.0,906.0,168.0,14.5,15.1,15.1,3,0
12377,743.0,12.0,963.0,232.0,962.0,231.0,12.38,16.05,16.03,7,0
12380,693.0,12.0,920.0,239.0,920.0,239.0,11.55,15.33,15.33,4,1
12353,916.0,76.0,1136.0,296.0,1003.0,163.0,15.27,18.93,16.72,4,0
12357,896.0,56.0,1099.0,259.0,1040.0,200.0,14.93,18.32,17.33,8,0
12337,105.0,105.0,159.0,159.0,159.0,159.0,1.75,2.65,2.65,2,0
12370,800.0,12.0,1054.0,265.0,958.0,170.0,13.33,17.57,15.97,4,2
12371,797.0,12.0,1057.0,273.0,975.0,190.0,13.28,17.62,16.25,2,0
12381,692.0,12.0,923.0,243.0,923.0,243.0,11.53,15.38,15.38,2,0
12359,883.0,43.0,929.0,89.0,930.0,90.0,14.72,15.48,15.5,2,0
11982,705.0,58.0,2458.0,960.0,985.0,338.0,11.75,40.97,16.42,4,1
12396,106.0,106.0,229.0,229.0,229.0,229.0,1.77,3.82,3.82,2,0
12398,66.0,66.0,199.0,199.0,199.0,199.0,1.1,3.32,3.32,2,0
12383,626.0,12.0,970.0,356.0,912.0,298.0,10.43,16.17,15.2,2,1
12330,117.0,117.0,1432.0,592.0,259.0,259.0,1.95,23.87,4.32,3,0
12400,60.0,60.0,196.0,196.0,196.0,196.0,1.0,3.27,3.27,2,0
12402,50.0,50.0,198.0,198.0,197.0,197.0,0.83,3.3,3.28,3,1
12403,25.0,25.0,166.0,166.0,166.0,166.0,0.42,2.77,2.77,1,0
12387,393.0,158.0,601.0,366.0,564.0,329.0,6.55,10.02,9.4,4,0
12399,63.0,63.0,198.0,198.0,198.0,198.0,1.05,3.3,3.3,3,0
12406,69.0,69.0,112.0,112.0,99.0,99.0,1.15,1.87,1.65,2,1
12408,9.0,9.0,16.0,16.0,17.0,17.0,0.15,0.27,0.28,2,0
12395,5.0,5.0,304.0,304.0,236.0,236.0,0.08,5.07,3.93,3,1
12401,59.0,59.0,239.0,239.0,201.0,201.0,0.98,3.98,3.35,3,1
12390,80.0,80.0,367.0,367.0,294.0,294.0,1.33,6.12,4.9,6,2
11324,1184.0,344.0,1341.0,501.0,1183.0,343.0,19.73,22.35,19.72,1,0
12485,,,31.0,31.0,31.0,31.0,,0.52,0.52,0,0
12411,26.0,26.0,33.0,33.0,33.0,33.0,0.43,0.55,0.55,2,0
12414,1.0,1.0,36.0,36.0,11.0,11.0,0.02,0.6,0.18,2,0
12415,1.0,1.0,9.0,9.0,5.0,5.0,0.02,0.15,0.08,1,1
12374,753.0,12.0,1266.0,525.0,889.0,148.0,12.55,21.1,14.82,3,0
12376,744.0,12.0,1276.0,540.0,881.0,149.0,12.4,21.27,14.68,3,0
12378,717.0,12.0,1250.0,540.0,857.0,152.0,11.95,20.83,14.28,3,0
12409,2.0,2.0,73.0,73.0,60.0,60.0,0.03,1.22,1.0,7,1
12410,33.0,33.0,38.0,38.0,38.0,38.0,0.55,0.63,0.63,2,0
12256,7.0,7.0,1878.0,1038.0,192.0,192.0,0.12,31.3,3.2,2,0
12319,189.0,189.0,1662.0,822.0,239.0,239.0,3.15,27.7,3.98,7,2
12368,832.0,12.0,1365.0,540.0,959.0,139.0,13.87,22.75,15.98,4,0
12094,1067.0,227.0,5829.0,1629.0,1189.0,349.0,17.78,97.15,19.82,3,0
12244,237.0,47.0,2141.0,1111.0,372.0,182.0,3.95,35.68,6.2,2,0
12384,613.0,12.0,3547.0,607.0,3493.0,552.0,10.22,59.12,58.22,4,0
12417,2295.0,25.0,2309.0,39.0,2302.0,32.0,38.25,38.48,38.37,3,0
12429,1939.0,27.0,1947.0,35.0,1945.0,33.0,32.32,32.45,32.42,2,0
12494,5.0,5.0,48.0,48.0,43.0,43.0,0.08,0.8,0.72,3,0
12426,2154.0,69.0,2158.0,74.0,2112.0,27.0,35.9,35.97,35.2,2,0
12454,1076.0,29.0,1154.0,107.0,1103.0,56.0,17.93,19.23,18.38,4,0
12487,23.0,23.0,73.0,73.0,38.0,38.0,0.38,1.22,0.63,3,1
12347,0.0,0.0,3973.0,793.0,3973.0,793.0,,66.22,66.22,2,0
12385,3453.0,605.0,3477.0,630.0,3411.0,564.0,57.55,57.95,56.85,2,0
12416,2422.0,88.0,2422.0,88.0,2422.0,88.0,40.37,40.37,40.37,1,0
12306,139.0,139.0,4179.0,999.0,1574.0,320.0,2.32,69.65,26.23,3,1
12332,0.0,0.0,4030.0,850.0,4030.0,850.0,,67.17,67.17,1,0
12190,6300.0,1208.0,6338.0,1846.0,6313.0,1221.0,105.0,105.63,105.22,2,0
12473,724.0,37.0,869.0,182.0,725.0,37.0,12.07,14.48,12.08,1,0
12478,631.0,39.0,774.0,182.0,631.0,39.0,10.52,12.9,10.52,1,0
12458,1028.0,33.0,1176.0,182.0,1028.0,33.0,17.13,19.6,17.13,1,0
12466,820.0,34.0,967.0,182.0,820.0,34.0,13.67,16.12,13.67,1,0
12442,1168.0,28.0,1321.0,182.0,1168.0,28.0,19.47,22.02,19.47,1,0
12436,1369.0,27.0,1524.0,182.0,1380.0,37.0,22.82,25.4,23.0,3,0
12439,1308.0,27.0,1462.0,182.0,1333.0,53.0,21.8,24.37,22.22,3,0
12424,,,2322.0,182.0,2159.0,20.0,,38.7,35.98,0,0
12407,18.0,18.0,2690.0,350.0,2516.0,176.0,0.3,44.83,41.93,3,0
12422,,,2365.0,182.0,2202.0,19.0,,39.42,36.7,0,0
12405,112.0,112.0,2784.0,444.0,2618.0,278.0,1.87,46.4,43.63,2,0
12389,272.0,158.0,3176.0,722.0,3034.0,580.0,4.53,52.93,50.57,1,0
12391,57.0,57.0,2961.0,621.0,2794.0,454.0,0.95,49.35,46.57,1,0
12382,,,3683.0,722.0,3512.0,551.0,,61.38,58.53,0,0
12373,,,3839.0,722.0,3667.0,550.0,,63.98,61.12,0,0
12375,,,3802.0,722.0,3631.0,550.0,,63.37,60.52,0,0
11491,124.0,50.0,136.0,50.0,133.0,50.0,2.07,2.27,2.22,2,0
11954,11.0,11.0,1304.0,464.0,1007.0,271.0,0.18,21.73,16.78,6,1
12489,191.0,191.0,191.0,191.0,191.0,191.0,3.18,3.18,3.18,1,0
12456,1097.0,87.0,1170.0,160.0,1170.0,160.0,18.28,19.5,19.5,2,0
12441,1236.0,87.0,1289.0,140.0,1261.0,112.0,20.6,21.48,21.02,3,0
12449,1166.0,87.0,1220.0,141.0,1219.0,140.0,19.43,20.33,20.32,2,0
12420,2295.0,92.0,2446.0,242.0,2251.0,47.0,38.25,40.77,37.52,2,0
12430,1990.0,98.0,2135.0,242.0,1937.0,44.0,33.17,35.58,32.28,1,0
12412,0.0,0.0,2653.0,313.0,2522.0,182.0,,44.22,42.03,2,0
12234,5325.0,1209.0,5498.0,1478.0,5329.0,1213.0,88.75,91.63,88.82,1,0
11861,13.0,13.0,143.0,143.0,13.0,13.0,0.22,2.38,0.22,1,0
12472,953.0,240.0,996.0,283.0,996.0,283.0,15.88,16.6,16.6,2,0
12508,111.0,111.0,154.0,154.0,115.0,115.0,1.85,2.57,1.92,3,0
12499,120.0,120.0,136.0,136.0,121.0,121.0,2.0,2.27,2.02,3,0
12503,116.0,116.0,144.0,144.0,117.0,117.0,1.93,2.4,1.95,3,0
12448,1180.0,87.0,1317.0,225.0,1317.0,224.0,19.67,21.95,21.95,4,0
12435,1449.0,74.0,1606.0,231.0,1599.0,224.0,24.15,26.77,26.65,4,1
12445,1221.0,87.0,1324.0,190.0,1270.0,136.0,20.35,22.07,21.17,3,1
12421,2267.0,74.0,2410.0,217.0,2372.0,179.0,37.78,40.17,39.53,3,1
12462,987.0,87.0,1201.0,301.0,1077.0,177.0,16.45,20.02,17.95,2,0
12446,1192.0,87.0,1406.0,301.0,1234.0,129.0,19.87,23.43,20.57,2,0
12500,119.0,119.0,178.0,178.0,143.0,143.0,1.98,2.97,2.38,5,0
12504,115.0,115.0,193.0,193.0,124.0,124.0,1.92,3.22,2.07,3,0
12509,111.0,111.0,172.0,172.0,112.0,112.0,1.85,2.87,1.87,5,0
12276,8.0,8.0,4393.0,1213.0,4391.0,1211.0,0.13,73.22,73.18,6,0
12476,872.0,240.0,932.0,300.0,920.0,288.0,14.53,15.53,15.33,3,0
12486,24.0,24.0,263.0,263.0,237.0,237.0,0.4,4.38,3.95,7,0
12493,7.0,7.0,239.0,239.0,162.0,162.0,0.12,3.98,2.7,4,0
12565,3.0,3.0,129.0,129.0,3.0,3.0,0.05,2.15,0.05,1,0
12548,12.0,12.0,186.0,186.0,12.0,12.0,0.2,3.1,0.2,1,0
12553,4.0,4.0,177.0,177.0,4.0,4.0,0.07,2.95,0.07,1,0
12521,90.0,90.0,269.0,269.0,90.0,90.0,1.5,4.48,1.5,1,0
12544,27.0,27.0,200.0,200.0,27.0,27.0,0.45,3.33,0.45,1,0
12519,98.0,98.0,277.0,277.0,98.0,98.0,1.63,4.62,1.63,1,0
12520,98.0,98.0,277.0,277.0,98.0,98.0,1.63,4.62,1.63,2,0
12517,105.0,105.0,284.0,284.0,105.0,105.0,1.75,4.73,1.75,1,0
12518,104.0,104.0,283.0,283.0,105.0,105.0,1.73,4.72,1.75,1,0
12515,108.0,108.0,287.0,287.0,109.0,109.0,1.8,4.78,1.82,1,0
12516,108.0,108.0,287.0,287.0,108.0,108.0,1.8,4.78,1.8,1,0
12512,109.0,109.0,288.0,288.0,110.0,110.0,1.82,4.8,1.83,1,0
12511,110.0,110.0,289.0,289.0,111.0,111.0,1.83,4.82,1.85,1,0
12505,115.0,115.0,294.0,294.0,115.0,115.0,1.92,4.9,1.92,1,0
12510,111.0,111.0,290.0,290.0,111.0,111.0,1.85,4.83,1.85,1,0
12501,118.0,118.0,297.0,297.0,118.0,118.0,1.97,4.95,1.97,1,0
12498,120.0,120.0,299.0,299.0,120.0,120.0,2.0,4.98,2.0,1,0
12497,120.0,120.0,299.0,299.0,120.0,120.0,2.0,4.98,2.0,1,0
12404,16.0,16.0,2992.0,652.0,2863.0,523.0,0.27,49.87,47.72,1,0
12419,2305.0,88.0,2579.0,362.0,2330.0,113.0,38.42,42.98,38.83,2,0
12364,861.0,21.0,4090.0,910.0,3962.0,782.0,14.35,68.17,66.03,1,0
12365,859.0,19.0,4088.0,908.0,3960.0,780.0,14.32,68.13,66.0,1,0
12186,6523.0,1205.0,6821.0,2102.0,6612.0,1294.0,108.72,113.68,110.2,2,0
12356,911.0,71.0,4141.0,961.0,4012.0,832.0,15.18,69.02,66.87,2,0
12571,3.0,3.0,57.0,57.0,9.0,9.0,0.05,0.95,0.15,3,0
12591,2.0,2.0,21.0,21.0,21.0,21.0,0.03,0.35,0.35,3,0
12440,1269.0,74.0,1503.0,309.0,1479.0,284.0,21.15,25.05,24.65,3,0
12481,748.0,240.0,836.0,328.0,812.0,304.0,12.47,13.93,13.53,3,0
